"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica"
"16/08/2017","violacion","na","na","no disponible","autlan de navarro","15","05:30","la libertad y la seguridad sexual","interior"
"02/08/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"14/08/2017","violencia familiar","na","na","no disponible","autlan de navarro","15","17:45","la familia","interior"
"03/08/2017","violacion","na","na","no disponible","ejutla","34","17:45","la libertad y la seguridad sexual","interior"
"05/08/2017","robo a vehiculos particulares","na","na","no disponible","chiquilistlan","32","17:45","el patrimonio","interior"
"17/09/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"10/09/2017","robo a persona","na","na","no disponible","autlan de navarro","15","05:30","el patrimonio","interior"
"11/09/2017","abuso sexual infantil","na","na","no disponible","el grullo","37","05:30","la libertad y la seguridad sexual","interior"
"22/09/2017","robo a casa habitacion","na","na","no disponible","autlan de navarro","15","05:30","el patrimonio","interior"
"28/09/2017","robo a vehiculos particulares","na","na","no disponible","tecolotlan","88","05:30","el patrimonio","interior"
"14/09/2017","abuso sexual infantil","na","na","no disponible","ayutla","17","17:45","la libertad y la seguridad sexual","interior"
"27/09/2017","abuso sexual infantil","na","na","no disponible","el limon","54","17:45","la libertad y la seguridad sexual","interior"
"18/09/2017","lesiones dolosas","na","na","no disponible","ayutla","17","05:30","la vida y la integridad corporal","interior"
"11/10/2017","abuso sexual infantil","na","na","no disponible","ejutla","34","17:45","la libertad y la seguridad sexual","interior"
"16/10/2017","robo a vehiculos particulares","na","na","no disponible","autlan de navarro","15","05:30","el patrimonio","interior"
"21/11/2017","lesiones dolosas","na","na","no disponible","chiquilistlan","32","17:45","la vida y la integridad corporal","interior"
"16/11/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"30/11/2017","robo a int de vehiculos","na","na","no disponible","tecolotlan","88","17:45","el patrimonio","interior"
"13/11/2017","violencia familiar","na","na","no disponible","tenamaxtlan","90","05:30","la familia","interior"
"07/11/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"03/11/2017","violencia familiar","na","na","no disponible","autlan de navarro","15","05:30","la familia","interior"
"03/11/2017","robo a casa habitacion","na","na","no disponible","autlan de navarro","15","05:30","el patrimonio","interior"
"24/12/2017","robo a casa habitacion","na","na","no disponible","tecolotlan","88","17:45","el patrimonio","interior"
"11/12/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"13/12/2017","robo a negocio","na","na","no disponible","tonaya","102","17:45","el patrimonio","interior"
"14/12/2017","lesiones dolosas","na","na","no disponible","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"21/12/2017","robo a casa habitacion","na","na","no disponible","autlan de navarro","15","05:30","el patrimonio","interior"
"11/12/2017","homicidio doloso","na","na","no disponible","ejutla","34","17:45","la vida y la integridad corporal","interior"
"04/01/2017","violencia familiar","-104.205987","19.717912","el chante","autlan de navarro","15","05:30","la familia","interior"
"13/01/2017","robo a casa habitacion","-104.160941","20.203861","centro","tenamaxtlan","90","17:45","el patrimonio","interior"
"09/01/2017","robo a persona","-104.357541","19.776494","centro 2da secc","autlan de navarro","15","05:30","el patrimonio","interior"
"06/01/2017","lesiones dolosas","-104.219642","19.812276","el alamo","el grullo","37","05:30","la vida y la integridad corporal","interior"
"20/01/2017","lesiones dolosas","-104.377185","19.755586","las penitas","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"01/01/2017","lesiones dolosas","-104.364952","19.771319","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"19/01/2017","robo de motocicleta","-104.15963","19.830776","centro","el limon","54","05:30","el patrimonio","interior"
"12/01/2017","robo a vehiculos particulares","-103.944078","20.220778","ayotitlan","tecolotlan","88","05:30","el patrimonio","interior"
"31/01/2017","lesiones dolosas","-104.370307","19.775689","centro","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"10/01/2017","homicidio doloso","-104.136057","19.83895","la cienega","el limon","54","05:30","la vida y la integridad corporal","interior"
"10/01/2017","robo a vehiculos particulares","-104.364952","19.771319","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"12/01/2017","lesiones dolosas","-104.217767","19.798344","del sur","el grullo","37","17:45","la vida y la integridad corporal","interior"
"01/01/2017","violencia familiar","-104.373161","19.773027","centro","autlan de navarro","15","05:30","la familia","interior"
"23/01/2017","lesiones dolosas","-104.373408","19.766386","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"01/01/2017","robo a casa habitacion","-104.364816","19.784148","la paloma","autlan de navarro","15","05:30","el patrimonio","interior"
"09/01/2017","robo a negocio","-104.15142","19.824165","centro","el limon","54","17:45","el patrimonio","interior"
"16/01/2017","robo a vehiculos particulares","-104.047925","20.199676","centro","tecolotlan","88","05:30","el patrimonio","interior"
"03/01/2017","lesiones dolosas","-104.28821","19.715106","lagunillas","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"25/01/2017","abuso sexual infantil","-104.382953","19.759594","colinas del sur","autlan de navarro","15","17:45","la libertad y la seguridad sexual","interior"
"12/01/2017","robo a casa habitacion","-104.370189","19.767621","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"05/01/2017","violencia familiar","-104.356074","19.764174","jardines de autlan","autlan de navarro","15","05:30","la familia","interior"
"28/01/2017","robo a int de vehiculos","-104.373133","19.771604","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"28/01/2017","robo a int de vehiculos","-104.046254","20.201674","centro","tecolotlan","88","17:45","el patrimonio","interior"
"01/01/2017","robo a casa habitacion","-104.358964","19.771216","puerta de la costa","autlan de navarro","15","17:45","el patrimonio","interior"
"28/01/2017","robo a persona","-104.050868","20.201503","centro","tecolotlan","88","05:30","el patrimonio","interior"
"03/01/2017","violencia familiar","-104.334518","19.820312","mezquitan","autlan de navarro","15","17:45","la familia","interior"
"29/01/2017","lesiones dolosas","-104.374619","19.771504","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"16/01/2017","robo a vehiculos particulares","-104.005876","20.234018","cofradia de duendes","tecolotlan","88","05:30","el patrimonio","interior"
"15/01/2017","robo a vehiculos particulares","-104.045765","20.199191","centro","tecolotlan","88","17:45","el patrimonio","interior"
"13/01/2017","abuso sexual infantil","-104.324064","19.672094","ahuacapan","autlan de navarro","15","05:30","la libertad y la seguridad sexual","interior"
"05/01/2017","robo de motocicleta","-104.342767","20.12969","centro","ayutla","17","05:30","el patrimonio","interior"
"01/01/2017","robo a negocio","-104.367647","19.777225","las montanas","autlan de navarro","15","05:30","el patrimonio","interior"
"22/01/2017","robo a casa habitacion","-104.355488","19.769311","la calma","autlan de navarro","15","17:45","el patrimonio","interior"
"26/01/2017","lesiones dolosas","-104.370809","19.77222","centro","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"20/01/2017","robo a casa habitacion","-103.981345","20.21988","ojo de agua","tecolotlan","88","05:30","el patrimonio","interior"
"20/01/2017","robo a int de vehiculos","-104.363548","19.789834","los arquitos centro","autlan de navarro","15","17:45","el patrimonio","interior"
"19/01/2017","lesiones dolosas","-104.364952","19.771319","centro","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"01/01/2017","robo a int de vehiculos","-104.366732","19.766369","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"23/01/2017","violencia familiar","-104.209988","19.805486","centro","el grullo","37","17:45","la familia","interior"
"11/01/2017","robo a casa habitacion","-104.218764","19.806407","centro","el grullo","37","17:45","el patrimonio","interior"
"01/01/2017","robo a vehiculos particulares","-104.095456","20.088714","centro","juchitlan","52","17:45","el patrimonio","interior"
"27/01/2017","robo a casa habitacion","-104.333604","19.82044","mezquitan","autlan de navarro","15","17:45","el patrimonio","interior"
"17/01/2017","robo a casa habitacion","-104.333199","19.82481","san francisco","autlan de navarro","15","17:45","el patrimonio","interior"
"06/01/2017","abuso sexual infantil","-104.230613","19.810244","10 de mayo","el grullo","37","05:30","la libertad y la seguridad sexual","interior"
"01/01/2017","violencia familiar","-104.217161","19.80212","centro","el grullo","37","05:30","la familia","interior"
"17/01/2017","robo a persona","-104.005876","20.234018","cofradia de duendes","tecolotlan","88","05:30","el patrimonio","interior"
"01/01/2017","lesiones dolosas","-104.247297","19.772444","las paredes","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"08/01/2017","lesiones dolosas","-104.361465","19.770998","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"26/01/2017","robo a vehiculos particulares","-104.239322","20.275604","centro","atengo","11","17:45","el patrimonio","interior"
"12/01/2017","lesiones dolosas","-104.354417","19.768134","jardines de autlan 2","autlan de navarro","15","17:45","la vida y la integridad corporal","interior"
"04/01/2017","robo a casa habitacion","-104.039741","20.198355","la virgen","tecolotlan","88","05:30","el patrimonio","interior"
"12/01/2017","lesiones dolosas","-103.897941","20.295852","no disponible","tecolotlan","88","05:30","la vida y la integridad corporal","interior"
"03/02/2017","robo a casa habitacion","-104.235805","20.272852","centro","atengo","11","05:30","el patrimonio","interior"
"13/02/2017","abuso sexual infantil","-104.357473","19.772155","la calma","autlan de navarro","15","17:45","la libertad y la seguridad sexual","interior"
"13/02/2017","robo a casa habitacion","-104.253666","20.087268","no disponible","union de tula","110","05:30","el patrimonio","interior"
"27/02/2017","lesiones dolosas","-104.36246","19.771007","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"27/02/2017","robo a int de vehiculos","-103.941164","20.210042","no disponible","tecolotlan","88","05:30","el patrimonio","interior"
"05/02/2017","violencia familiar","-104.217884","19.812136","charco de los adobes","el grullo","37","17:45","la familia","interior"
"17/02/2017","robo a casa habitacion","-104.217873","19.804573","centro","el grullo","37","05:30","el patrimonio","interior"
"09/02/2017","robo de motocicleta","-104.370186","19.767619","centro","autlan de navarro","15","17:45","el patrimonio","interior"
"06/02/2017","violencia familiar","-104.36782","19.764845","centro","autlan de navarro","15","05:30","la familia","interior"
"05/02/2017","violencia familiar","-104.37526","19.776131","la grana poniente","autlan de navarro","15","17:45","la familia","interior"
"26/02/2017","lesiones dolosas","-104.372121","19.795061","castellon","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"13/02/2017","robo a vehiculos particulares","-104.239862","19.854475","no disponible","el grullo","37","05:30","el patrimonio","interior"
"24/02/2017","robo a vehiculos particulares","-104.360987","19.76924","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"24/02/2017","robo a casa habitacion","-104.373815","19.771987","centro","autlan de navarro","15","05:30","el patrimonio","interior"
"04/02/2017","violencia familiar","-104.373591","19.768444","centro","autlan de navarro","15","05:30","la familia","interior"
"07/02/2017","robo a casa habitacion","-104.052248","20.197611","eta","tecolotlan","88","05:30","el patrimonio","interior"
"27/02/2017","lesiones dolosas","-104.364255","19.770969","centro","autlan de navarro","15","05:30","la vida y la integridad corporal","interior"
"14/02/2017","robo a casa habitacion","-104.215699","19.807907","centro","el grullo","37","17:45","el patrimonio","interior"
"02/02/2017","lesiones dolosas","-104.285131","19.854473","no disponible","el grullo","37","17:45","la vida y la integridad corporal","interior"
"20/02/2017","violencia familiar","-104.36453","19.766623","la alameda","autlan de navarro","15","17:45","la familia","interior"
"15/02/2017","violencia familiar","-104.217505","19.805655","centro","el grullo","37","05:30","la familia","interior"
"09/02/2017","lesiones dolosas","-104.186816","20.173338","no disponible","tenamaxtlan","90","05:30","la vida y la integridad corporal","interior"
"23/02/2017","robo de motocicleta","-104.363279","19.76679","la alameda","autlan de navarro","15","17:45","el patrimonio","interior"
"19/02/2017","robo de motocicleta","-104.36495","19.771323","centro","autlan de navarro","15","05:30","el patrimonio","interior"
