"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica","ID_municipio_unico"
"2017-01-27","Robo a vehículos particulares",-103.048653,20.157046,"DAVALOS FLORES","Tizapán el Alto",96,"17:45","El patrimonio","Interior","MUN096"
"2017-01-25","Robo casa habitación",-103.18581,20.292142,"CHAPALA CENTRO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-16","Lesiones dolosas",-103.330127,20.335624,"LAS TROJES","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-19","Robo a negocio",-103.191008,20.288557,"CHAPALA CENTRO","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-30","Robo casa habitación",-103.435153,20.281383,"LA LOMA","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-10","Robo a vehículos particulares",-103.241731,20.296988,"SAN ANTONIO TLAYACAPAN","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-02","Robo casa habitación",-103.34499,20.288172,"SAN JUAN COSALA","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-05","Robo casa habitación",-103.239835,20.293341,"SAN ANTONIO TLAYACAPAN","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-13","Robo a vehículos particulares",-103.191602,20.290277,"CHAPALA CENTRO","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-09","Robo a negocio",-103.184351,20.295819,"LAS REDES","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-26","Robo casa habitación",-103.350518,20.292392,"SAN JUAN COSALA","Jocotepec",50,"5:30","El patrimonio","Interior","MUN050"
"2017-01-30","Robo a vehículos particulares",-103.264342,20.302556,"AJIJIC","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-30","Abuso sexual infantil",-103.196494,20.295893,"TEPEHUA","Chapala",30,"17:45","La libertad y la seguridad sexual","Interior","MUN030"
"2017-01-27","Robo casa habitación",-103.122091,20.392427,"ATOTONILQUILLO","Chapala",30,"5:30","El patrimonio","Interior","MUN030"
"2017-01-30","Lesiones dolosas",-103.429334,20.289478,"HIELERA","Jocotepec",50,"5:30","La vida y la integridad corporal","Interior","MUN050"
"2017-01-11","Lesiones dolosas",-103.047966,20.165487,"LAZARO CARDENAS Y UNIDAD","Tizapán el Alto",96,"5:30","La vida y la integridad corporal","Interior","MUN096"
"2017-01-04","Robo a negocio",-103.199614,20.304035,"SANTA MARIA","Chapala",30,"17:45","El patrimonio","Interior","MUN030"
"2017-01-24","Robo casa habitación",-103.429529,20.288019,"HIELERA","Jocotepec",50,"17:45","El patrimonio","Interior","MUN050"
"2017-01-27","Robo a vehículos particulares",-103.307846,20.196965,"SAN LUIS SOYATLAN","Tuxcueca",107,"17:45","El patrimonio","Interior","MUN107"
