fecha,delito,x,y,colonia,municipio,clave_mun,hora,bien_afectado,zona_geografica,ID_municipio_unico
10/07/2017,Robo a casa habitación,-103.819987,20.46574,SAN NICOLAS,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
27/07/2017,Violencia familiar,-103.9319,20.433831,CENTRO,San Martín Hidalgo,77,17:45,La familia,Interior,ENT14MUN077
03/07/2017,Robo a negocio,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
25/07/2017,Violencia familiar,-103.820734,20.359393,LA ASCENCION,Cocula,24,05:30,La familia,Interior,ENT14MUN024
28/07/2017,Robo a casa habitación,-103.85322,20.567562,BUENAVISTA,San Martín Hidalgo,77,17:45,El patrimonio,Interior,ENT14MUN077
03/07/2017,Violencia familiar,-103.911389,20.390342,SAN ISIDRO PALO VERDE,San Martín Hidalgo,77,17:45,La familia,Interior,ENT14MUN077
03/07/2017,Robo a casa habitación,-103.590821,20.430149,MIRAVALLE,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
05/07/2017,Robo a vehículos particulares,-103.808923,20.453845,LA SAUCEDA,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
03/07/2017,Violencia familiar,-103.805129,20.452934,LA SAUCEDA,Cocula,24,05:30,La familia,Interior,ENT14MUN024
25/07/2017,Robo a casa habitación,-103.55098,20.069289,SANTA MARIA MAGDALENA,Techaluta de Montenegro,89,17:45,El patrimonio,Interior,ENT14MUN089
17/07/2017,Robo a vehículos particulares,-103.823329,20.36543,CENTRO,Cocula,24,17:45,El patrimonio,Interior,ENT14MUN024
23/07/2017,Lesiones dolosas,-103.574315,20.223709,CRUZ VERDE,Zacoalco de Torres,119,17:45,La vida y la integridad corporal,Interior,ENT14MUN119
14/07/2017,Robo a casa habitación,-103.640819,20.437257,BELLAVISTA,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
03/07/2017,Robo a casa habitación,-103.817434,20.359836,LA ASCENCION,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
12/07/2017,Robo de motocicleta,-103.592507,20.42158,ACATLAN DE JUAREZ CENTRO,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
30/07/2017,Lesiones dolosas,-103.671833,20.34904,ATOTONILCO EL BAJO,Villa Corona,114,05:30,La vida y la integridad corporal,Interior,ENT14MUN114
27/07/2017,Robo a casa habitación,-103.603114,19.88606,SAN FRANCISCO,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
07/07/2017,Robo a negocio,-103.927026,20.435418,CENTRO,San Martín Hidalgo,77,17:45,El patrimonio,Interior,ENT14MUN077
24/07/2017,Lesiones dolosas,-103.573204,20.226237,CRUZ VERDE,Zacoalco de Torres,119,05:30,La vida y la integridad corporal,Interior,ENT14MUN119
13/07/2017,Robo a negocio,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
24/07/2017,Lesiones dolosas,-103.826869,20.365929,SAN PEDRO,Cocula,24,17:45,La vida y la integridad corporal,Interior,ENT14MUN024
11/07/2017,Violencia familiar,-103.644426,20.438117,BELLAVISTA,Acatlán de Juárez,2,17:45,La familia,Interior,ENT14MUN002
