"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica"
"2022-10-21","Abuso sexual infantil",-102.5454665150008,20.281878478833026,"CENTRO","La Barca",18,"11:00","La libertad y la seguridad sexual","Interior"
"2022-10-21","Abuso sexual infantil",-102.55443808645848,20.27921948046798,"CENTRO","La Barca",18,"11:00","La libertad y la seguridad sexual","Interior"
"2022-10-27","Abuso sexual infantil",-102.74248944973755,20.33674183913769,"NO DISPONIBLE","Ocotlán",63,"16:30","La libertad y la seguridad sexual","Interior"
"2022-10-27","Abuso sexual infantil",-102.56216791714455,20.592412818210377,"SAN FRANCISCO DE ASIS (FCO JAVIER MINA)","Atotonilco el Alto",13,"08:30","La libertad y la seguridad sexual","Interior"
"2022-10-28","Abuso sexual infantil",-102.77634702339482,20.37174294198385,"LA PRIMAVERA","Ocotlán",63,"10:30","La libertad y la seguridad sexual","Interior"
"2022-11-01","Abuso sexual infantil",-102.78131760310318,20.361376664288528,"EL ROSARIO","Ocotlán",63,"07:45","La libertad y la seguridad sexual","Interior"
"2022-11-08","Abuso sexual infantil",-102.78846962428963,20.3385536142251,"NIÑOS HEROES","Poncitlán",66,"21:00","La libertad y la seguridad sexual","Interior"
"2022-11-15","Abuso sexual infantil",-102.75802956973948,20.330992910702307,"LAZARO CARDENAS","Ocotlán",63,"N.D.","La libertad y la seguridad sexual","Interior"
"2022-11-20","Abuso sexual infantil",-102.78545765548478,20.36830884133489,"LA PRIMAVERA","Ocotlán",63,"22:40","La libertad y la seguridad sexual","Interior"
"2022-11-23","Abuso sexual infantil",-102.76274638309943,20.33526813180442,"LAZARO CARDENAS","Ocotlán",63,"22:00","La libertad y la seguridad sexual","Interior"
"2022-11-28","Abuso sexual infantil",-102.40129513799789,20.50635372616111,"MIRANDILLAS","Ayotlán",16,"07:30","La libertad y la seguridad sexual","Interior"
"2022-12-05","Abuso sexual infantil",-102.78249005151898,20.370737032734095,"LA PRIMAVERA","Ocotlán",63,"19:40","La libertad y la seguridad sexual","Interior"
"2022-12-23","Abuso sexual infantil",-102.77333716037067,20.342338176123267,"6 DE NOVIEMBRE","Ocotlán",63,"22:15","La libertad y la seguridad sexual","Interior"
"2022-12-28","Abuso sexual infantil",-102.86600020115087,20.372645957176108,"SANTA CRUZ (EL GRANDE)","Poncitlán",66,"22:30","La libertad y la seguridad sexual","Interior"
"2022-06-26","Feminicidio",-102.89798650458567,20.30563684597833,"NO DISPONIBLE","Poncitlán",66,"14:01","La vida y la integridad corporal","Interior"
"2022-12-31","Feminicidio",-102.19609517050858,20.470264785081948,"NO DISPONIBLE","Degollado",33,"08:30","La vida y la integridad corporal","Interior"
"2022-01-21","Homicidio doloso",-102.85663123420622,20.360344702616125,"NO DISPONIBLE","Poncitlán",66,"16:05","La vida y la integridad corporal","Interior"
"2022-01-22","Homicidio doloso",-102.56113882516865,20.48148950990583,"LA CONCEPCION","Atotonilco el Alto",13,"18:22","La vida y la integridad corporal","Interior"
"2022-01-23","Homicidio doloso",-102.55193772844159,20.27856695280245,"CENTRO","La Barca",18,"07:34","La vida y la integridad corporal","Interior"
"2022-02-06","Homicidio doloso",-102.54034700193668,20.287000125722628,"EJIDAL","La Barca",18,"06:50","La vida y la integridad corporal","Interior"
"2022-02-27","Homicidio doloso",-102.54908174805097,20.276436543528035,"CENTRO","La Barca",18,"06:30","La vida y la integridad corporal","Interior"
"2022-03-09","Homicidio doloso",-102.70973722798499,20.299691060981775,"SAN ISIDRO","Jamay",47,"18:10","La vida y la integridad corporal","Interior"
"2022-03-17","Homicidio doloso",-103.01872947195817,20.335897355326782,"CENTRO","Poncitlán",66,"17:50","La vida y la integridad corporal","Interior"
"2022-05-09","Homicidio doloso",-102.8765091732805,20.448246223222146,"NO DISPONIBLE","Zapotlán del Rey",123,"13:30","La vida y la integridad corporal","Interior"
"2022-05-21","Homicidio doloso",-102.53668006775287,20.287218171988208,"SANTA CECILIA","La Barca",18,"11:25","La vida y la integridad corporal","Interior"
"2022-06-07","Homicidio doloso",-102.9325118649279,20.3811390866502,"CENTRO","Poncitlán",66,"19:20","La vida y la integridad corporal","Interior"
"2022-07-02","Homicidio doloso",-102.75641383302514,20.583562442434157,"NO DISPONIBLE","Tototlán",105,"21:45","La vida y la integridad corporal","Interior"
