"fecha","delito","x","y","colonia","municipio","clave_mun","hora","bien_afectado","zona_geografica","ID_municipio_unico"
"2021-08-04","Violencia familiar",-103.47359066417039,19.705600539406905,"16 DE SEPTIEMBRE","Zapotlán el Grande",23,"17:00","La familia","Interior","MUN023"
"2021-08-06","Violencia familiar",-103.28115172358994,19.689660664844233,"SOYATLAN DE AFUERA","Tamazula de Gordiano",85,"12:30","La familia","Interior","MUN085"
"2021-08-06","Violencia familiar",-103.21711544293912,19.602615912433752,"NO DISPONIBLE","Tamazula de Gordiano",85,"10:10","La familia","Interior","MUN085"
"2021-08-08","Violencia familiar",-103.4765748228434,19.707462847767115,"16 DE SEPTIEMBRE","Zapotlán el Grande",23,"11:50","La familia","Interior","MUN023"
"2021-01-22","Violencia familiar",-103.54681024198453,19.40939478776522,"CENTRO","Tonila",103,"N.D.","La familia","Interior","MUN103"
"2021-08-09","Violencia familiar",-103.24659810103336,19.697788556775112,"DE LOS MAESTROS","Tamazula de Gordiano",85,"19:30","La familia","Interior","MUN085"
"2021-08-13","Violencia familiar",-103.46541069908385,19.70461560241093,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"15:30","La familia","Interior","MUN023"
"2021-08-16","Violencia familiar",-103.46271395031759,19.712395722585836,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"N.D.","La familia","Interior","MUN023"
"2021-08-16","Violencia familiar",-103.46726233097759,19.790736881179033,"LA CRUZ (LAS CRUCES)","Gómez Farías",79,"17:30","La familia","Interior","MUN079"
"2021-01-22","Violencia familiar",-103.46963582144744,19.7914193384529,"CRUZ ROJA","Gómez Farías",79,"18:10","La familia","Interior","MUN079"
"2021-01-22","Violencia familiar",-103.466998261904,19.710753737989897,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"20:00","La familia","Interior","MUN023"
"2021-08-20","Violencia familiar",-103.47133755461044,19.695777199011722,"LA CENTRAL","Zapotlán el Grande",23,"08:40","La familia","Interior","MUN023"
"2021-08-20","Violencia familiar",-103.4808253621642,19.678913348210276,"UNION DE COLONOS DE CIUDAD GUZMAN","Zapotlán el Grande",23,"N.D.","La familia","Interior","MUN023"
"2021-08-22","Violencia familiar",-103.25957026497625,19.679686549179912,"TAMAZULA DE GORDIANO","Tamazula de Gordiano",85,"11:00","La familia","Interior","MUN085"
"2021-01-23","Violencia familiar",-103.4760472688021,19.685498424066836,"20 DE NOVIEMBRE","Zapotlán el Grande",23,"09:00","La familia","Interior","MUN023"
"2021-08-24","Violencia familiar",-103.46415915165399,19.68724854532421,"SAN FELIPE","Zapotlán el Grande",23,"22:00","La familia","Interior","MUN023"
"2021-08-24","Violencia familiar",-103.47643762013466,19.709869481114012,"LOS ENCINOS I,II,III","Zapotlán el Grande",23,"13:00","La familia","Interior","MUN023"
"2021-08-24","Violencia familiar",-103.46720958134624,19.819637433210602,"SAN ANDRES IXTLAN","Gómez Farías",79,"13:00","La familia","Interior","MUN079"
"2021-01-23","Violencia familiar",-103.24979826317781,19.67930000534469,"TAMAZULA DE GORDIANO","Tamazula de Gordiano",85,"17:15","La familia","Interior","MUN085"
"2021-08-25","Violencia familiar",-103.4550470477982,19.703649165145848,"CRUZ BLANCA","Zapotlán el Grande",23,"11:30","La familia","Interior","MUN023"
"2021-08-27","Violencia familiar",-103.44612449614154,19.633607779754925,"HUESCALAPA","Zapotiltic",121,"17:12","La familia","Interior","MUN121"
"2021-09-01","Violencia familiar",-103.46753814150381,19.708885525637427,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"22:30","La familia","Interior","MUN023"
"2021-09-01","Violencia familiar",-103.46392621086002,19.699493295539135,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"08:30","La familia","Interior","MUN023"
"2021-01-25","Violencia familiar",-103.47070220890487,19.70221884971368,"SANTA ROSA","Zapotlán el Grande",23,"N.D.","La familia","Interior","MUN023"
"2021-09-09","Violencia familiar",-103.37633533762384,19.55816444976577,"TUXPAN","Tuxpan",108,"16:00","La familia","Interior","MUN108"
"2021-09-10","Violencia familiar",-103.46717059740196,19.691174868013434,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"14:30","La familia","Interior","MUN023"
"2021-09-11","Violencia familiar",-103.47677678228233,19.713991362255577,"LAS HACIENDAS","Zapotlán el Grande",23,"20:00","La familia","Interior","MUN023"
"2021-09-14","Violencia familiar",-103.46915684763955,19.790253624516833,"CRUZ ROJA","Gómez Farías",79,"20:00","La familia","Interior","MUN079"
"2021-09-15","Violencia familiar",-103.45902355729973,19.698986467894724,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"N.D.","La familia","Interior","MUN023"
"2021-09-17","Violencia familiar",-103.76094963136414,19.747032376566036,"SAN GABRIEL","San Gabriel",113,"19:00","La familia","Interior","MUN113"
"2021-09-20","Violencia familiar",-103.47039261161538,19.819426103483234,"SAN ANDRES IXTLAN","Gómez Farías",79,"10:00","La familia","Interior","MUN079"
"2021-09-21","Violencia familiar",-103.24855557988033,19.683090370297794,"TAMAZULA DE GORDIANO","Tamazula de Gordiano",85,"21:00","La familia","Interior","MUN085"
"2021-09-22","Violencia familiar",-103.76589396545036,19.74880515166628,"SAN GABRIEL","San Gabriel",113,"11:30","La familia","Interior","MUN113"
"2021-09-22","Violencia familiar",-103.4498397536259,19.64062426795468,"EL RINCON DEL AGUA","Zapotiltic",121,"12:00","La familia","Interior","MUN121"
"2021-09-23","Violencia familiar",-103.46435505724067,19.684320563482206,"SOLIDARIDAD","Zapotlán el Grande",23,"23:30","La familia","Interior","MUN023"
"2021-09-23","Violencia familiar",-103.46785454389243,19.70722515841996,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"18:20","La familia","Interior","MUN023"
"2021-09-24","Violencia familiar",-103.441342759796,19.6330494709683,"HUESCALAPA","Zapotiltic",121,"15:30","La familia","Interior","MUN121"
"2021-09-24","Violencia familiar",-103.4794169135781,19.70935122527075,"HIJOS ILUSTRES DE ZAPOTLAN","Zapotlán el Grande",23,"20:30","La familia","Interior","MUN023"
"2021-01-27","Violencia familiar",-103.30672118032152,19.4689517642043,"TECALITLAN","Tecalitlán",87,"10:45","La familia","Interior","MUN087"
"2021-10-01","Violencia familiar",-103.4735103643508,19.71313891612406,"APOLO","Zapotlán el Grande",23,"21:30","La familia","Interior","MUN023"
"2021-10-01","Violencia familiar",-103.41329583946072,19.62664875949745,"ZAPOTILTIC","Zapotiltic",121,"18:30","La familia","Interior","MUN121"
"2021-01-27","Violencia familiar",-103.47092991339895,19.72090029758686,"PASEOS DEL REAL","Zapotlán el Grande",23,"16:30","La familia","Interior","MUN023"
"2021-10-04","Violencia familiar",-103.50541699720192,19.445529801543202,"SAN MARCOS","Tonila",103,"07:40","La familia","Interior","MUN103"
"2021-10-04","Violencia familiar",-103.51488190787573,19.572025004836018,"LOS MAZOS","Tuxpan",108,"21:00","La familia","Interior","MUN108"
"2021-10-06","Violencia familiar",-103.41377557073241,19.62100769747046,"PRIMAVERA","Zapotiltic",121,"12:00","La familia","Interior","MUN121"
"2021-10-08","Violencia familiar",-103.41599927620669,19.62609246808802,"ZAPOTILTIC","Zapotiltic",121,"16:22","La familia","Interior","MUN121"
"2021-10-10","Violencia familiar",-103.4268986465992,19.624039578574425,"LAS PILASTRAS","Zapotiltic",121,"17:40","La familia","Interior","MUN121"
"2021-10-10","Violencia familiar",-103.42138750437769,19.63045296863412,"ZAPOTILTIC","Zapotiltic",121,"05:55","La familia","Interior","MUN121"
"2021-10-14","Violencia familiar",-103.34117138056106,19.693139283179658,"VISTA HERMOSA","Tamazula de Gordiano",85,"08:00","La familia","Interior","MUN085"
"2021-10-14","Violencia familiar",-103.45447472972833,19.70373701720242,"CRUZ BLANCA","Zapotlán el Grande",23,"23:30","La familia","Interior","MUN023"
"2021-10-15","Violencia familiar",-103.46730668092069,19.709932330580763,"CIUDAD GUZMAN CENTRO","Zapotlán el Grande",23,"00:15","La familia","Interior","MUN023"
"2021-10-15","Violencia familiar",-103.468797850576,19.71763336842083,"COMPOSITORES","Zapotlán el Grande",23,"22:00","La familia","Interior","MUN023"
"2021-10-17","Violencia familiar",-103.45909684258434,19.68568221422704,"EL PASTOR DE ARRIBA","Zapotlán el Grande",23,"23:15","La familia","Interior","MUN023"
"2021-10-18","Violencia familiar",-103.45452936436179,19.695444911954162,"CAMICHINES","Zapotlán el Grande",23,"20:30","La familia","Interior","MUN023"
"2021-10-19","Violencia familiar",-103.2478430615734,19.686107776021025,"TAMAZULA DE GORDIANO","Tamazula de Gordiano",85,"10:20","La familia","Interior","MUN085"
"2021-10-20","Violencia familiar",-103.23403122829679,19.694559944899968,"TAMAZULA DE GORDIANO","Tamazula de Gordiano",85,"N.D.","La familia","Interior","MUN085"
"2021-10-20","Violencia familiar",-103.32919814212266,19.491635974967572,"LA PURISIMA","Tecalitlán",87,"02:00","La familia","Interior","MUN087"
"2021-10-21","Violencia familiar",-103.37654872019934,19.25633762888012,"PIHUAMO","Pihuamo",65,"21:30","La familia","Interior","MUN065"
"2021-10-25","Violencia familiar",-103.46642734427458,19.794618412162087,"SANTA CECILIA","Gómez Farías",79,"18:00","La familia","Interior","MUN079"
